credit_score,income,loan_amount,employment_years,debt_to_income,previous_defaults,default
399,226211.09,318228.87,11.87,0.63,2,1
345,116129.5,286607.07,13.35,0.66,0,0
736,168943.7,220124.75,28.16,0.46,0,0
407,48966.16,136894.3,33.61,0.53,0,1
436,76467.14,55517.78,33.54,0.4,0,0
357,34529.77,52538.93,28.6,0.77,0,0
386,57873.4,125301.89,20.21,0.78,0,1
681,237945.98,116111.03,0.25,0.71,0,0
562,89826.75,217655.43,7.19,0.32,0,1
589,105931.75,80271.62,20.43,0.38,0,0
816,126286.69,290529.79,21.58,0.59,0,0
630,78092.81,117831.46,3.84,0.36,0,0
354,49924.43,42064.93,3.19,0.78,0,0
737,242829.08,297955.68,23.05,0.47,2,0
364,201271.59,494420.86,23.55,0.37,0,1
794,190042.82,20920.56,4.84,0.66,3,0
570,109268.79,41843.24,33.02,0.77,0,1
786,213831.86,9793.49,20.12,0.58,0,0
352,34781.9,53832.11,24.34,0.17,1,1
551,174155.97,302396.35,19.06,0.75,0,0
730,42454.48,26676.06,15.68,0.38,0,0
461,52070.61,60515.11,1.41,0.61,0,0
481,124436.01,321133.96,16.08,0.55,1,1
465,20829.46,30559.03,0.87,0.2,0,1
479,188793.99,352988.66,10.94,0.74,0,1
761,141006.31,122806.72,22.73,0.06,0,0
632,128519.84,216238.8,17.13,0.75,0,0
396,199935.81,510509.63,33.8,0.52,0,1
730,70507.41,12227.21,33.06,0.58,0,0
548,67398.91,7949.19,27.59,0.55,0,1
757,103722.13,201156.39,7.59,0.3,0,0
652,83923.68,30564.66,11.69,0.61,0,0
593,204921.93,187287.5,18.79,0.68,0,0
431,56936.03,154646.53,32.32,0.09,0,0
569,124974.46,338833.68,29.74,0.06,1,0
835,176844.97,487858.01,33.58,0.76,0,0
526,161401.08,294892.06,26.92,0.77,3,1
760,78360.6,110541.02,18.64,0.2,0,0
849,62942.83,130179.65,7.17,0.29,0,0
497,64979.31,155381.87,26.82,0.42,0,0
559,240529.23,525969.69,19.61,0.17,0,0
471,197721.5,552231.79,22.58,0.14,0,1
642,29588.89,32707.07,6.48,0.66,0,1
789,24541.35,6347.05,27.39,0.79,0,0
694,151700.23,211321.3,31.55,0.12,0,0
617,30148.27,11181.26,8.67,0.11,0,1
801,203616.52,28506.04,11.45,0.4,0,0
646,211110.43,432261.34,2.75,0.43,0,1
349,73960.08,97183.2,33.57,0.24,0,0
563,48676.03,103954.11,19.21,0.78,0,0
750,34985.06,32021.98,8.08,0.71,0,1
837,194826.49,463433.2,31.85,0.77,0,0
747,249449.51,740737.27,25.17,0.26,3,0
521,227606.85,653413.65,18.87,0.19,0,1
570,249192.39,678807.84,9.51,0.08,0,0
689,176031.54,352428.61,3.62,0.1,0,1
560,217742.66,181951.55,19.06,0.19,0,0
589,238069.15,349728.47,31.17,0.17,0,0
824,32604.63,57828.68,12.3,0.05,0,0
392,178871.46,379430.62,18.49,0.53,0,1
633,210639.47,181331.49,8.17,0.09,0,0
306,56142.72,31609.66,30.75,0.49,0,0
541,85409.66,44171.6,17.63,0.76,1,1
679,172658.35,471615.75,22.86,0.48,0,0
450,43662.72,73558.78,10.75,0.38,0,1
546,44427.84,87661.69,29.86,0.18,0,1
824,242524.04,221367.47,18.51,0.11,0,0
446,37241.13,96258.43,25.08,0.57,0,0
460,243658.47,65671.9,29.04,0.41,0,0
487,94414.08,62363.77,2.77,0.33,0,1
542,179376.3,107783.01,7.09,0.16,0,1
494,150064.07,78003.2,6.52,0.74,0,0
810,55119.6,78221.63,0.57,0.6,0,0
718,216646.45,498693.49,16.01,0.59,0,0
326,169784.14,93915.04,11.49,0.13,0,0
612,150481.15,106963.54,4.98,0.21,0,0
743,69441.03,109245.79,5.5,0.06,0,0
746,158598.23,313817.81,19.85,0.25,1,0
516,84275.83,52426.25,10.54,0.22,1,0
350,111234.53,81561.08,25.59,0.43,0,0
532,218120.96,374985.16,19.43,0.08,0,0
790,235044.05,100738.9,3.13,0.8,0,1
505,82925.8,198206.43,33.76,0.78,2,1
817,72789.38,68776.26,4,0.11,0,0
761,236779.93,398978.27,2.4,0.75,0,0
606,76182.24,153683.56,12.84,0.47,0,0
500,232179.09,323579.35,0.96,0.3,0,0
818,107001.7,142039.69,6.39,0.76,0,0
680,30714.3,16021.57,29.47,0.13,0,0
712,224178.06,246315.21,19.98,0.06,1,0
416,238222.65,630804.88,6.17,0.79,0,1
381,171317.01,64711.13,27.46,0.14,0,0
766,207931.27,208407.11,16.03,0.46,0,0
452,64193.71,10438.13,16.64,0.35,0,0
383,62605.29,93959.96,8.68,0.77,0,1
810,89101.92,160296.9,28.46,0.64,0,0
819,62945.68,170537.12,23.19,0.6,0,0
742,202272.41,194274.61,16.89,0.33,2,0
350,63745.35,48411.59,22.54,0.24,0,0
816,220506.31,424383.65,32.36,0.55,3,0
306,75189.13,188905.99,29.21,0.53,0,0
595,188111.58,222912.46,29.93,0.35,0,0
664,243613.24,539073.92,0.72,0.47,3,1
450,69812.04,13249.37,10.28,0.1,0,1
696,98922.96,142094.15,28.14,0.64,0,0
349,233783.34,37459.36,16.52,0.68,0,0
390,49324.34,10601.4,10.01,0.69,0,1
759,215073.54,479405.93,31.81,0.42,0,0
455,165840.07,103637.51,5.66,0.66,2,1
506,141893.49,74968.41,30.81,0.14,0,0
616,50850.82,18605.92,25.12,0.1,0,0
463,59772.55,101505.23,0.49,0.61,0,1
692,24805.49,20581.28,2.79,0.78,0,0
811,152894.45,160889.68,6.4,0.75,0,0
628,113072.15,133696.98,3.39,0.42,0,0
499,82704.47,195450.53,31.67,0.67,0,0
707,103180.3,158957.3,25.68,0.66,0,0
405,146493.43,131255.65,32.32,0.66,0,1
648,207395.88,473872.14,30.98,0.42,0,0
659,183675.76,256660.46,2.6,0.44,0,0
789,119026.46,216976.59,19.82,0.24,3,1
717,141917.47,383107.25,11.09,0.36,0,0
554,73400.51,113650.62,23.24,0.15,0,0
442,190124.93,222180.36,21.66,0.77,0,1
847,56665.64,96675.55,0.24,0.66,0,0
797,133564.65,116912.41,14.18,0.21,0,0
487,182073.36,18333.57,14.73,0.74,0,0
550,210534.27,382919.26,1.85,0.78,0,1
399,41732.2,95258.12,34.2,0.53,0,1
366,89512.68,95865.34,30.69,0.3,0,0
362,146882.29,222829,9.48,0.23,3,1
330,107435.92,155385.38,25.18,0.47,2,1
366,63229.47,147726.32,21.3,0.43,0,0
449,194809.98,250620.56,7.3,0.74,0,1
759,119680.17,72346.37,28.02,0.7,0,0
828,75423.55,199663.86,3.02,0.55,0,0
623,104308.84,47980.2,23.84,0.34,0,1
658,126436.3,141045.56,26.11,0.35,0,0
571,129792.9,44706.91,19.39,0.39,0,1
811,176369.1,147821.51,3.28,0.35,0,0
574,234719.26,517585.38,15.13,0.79,0,0
380,146480.14,250375.96,1.6,0.42,3,0
445,143885.12,27785.49,15.82,0.32,0,1
677,249414.39,111356.03,26.24,0.46,0,0
532,189029.55,181302.56,19.82,0.07,0,0
753,126893.11,86485.85,21.14,0.21,0,0
844,148690.61,221106.06,7.23,0.49,0,0
522,23036.99,28089.01,27.28,0.66,0,0
333,75953.15,188467.94,13.66,0.68,0,0
441,170453.41,197899.16,26.94,0.08,0,1
517,43517.83,98583.51,31.69,0.71,0,1
633,114780.6,38273.19,27.64,0.28,0,1
653,104835.39,259476.11,17.83,0.65,0,0
364,188452.74,559429.35,13.66,0.08,2,0
464,89847.57,22276.85,31.61,0.24,0,0
473,230366.83,175398.19,1.38,0.74,0,1
834,63632.15,131192.41,24.87,0.29,0,0
827,42821.3,119092.89,21.51,0.71,3,0
819,155021.84,253314.59,14.45,0.58,2,0
761,80796.03,118072.5,16.39,0.2,3,0
363,225247,204239.51,11.37,0.78,0,1
562,249989.43,303518.71,11.14,0.45,0,0
824,191674.05,77886.7,28.4,0.39,0,0
645,101161.17,38613,14.89,0.28,0,0
366,40381.69,23793.01,14.44,0.69,0,0
585,158606.25,418036.84,23.36,0.63,2,1
726,212251.05,224569.24,20.75,0.36,0,0
341,71700.05,141156.73,19.36,0.18,0,0
657,206870.93,297902.14,22.84,0.65,0,0
747,119432.75,313218.61,18.56,0.42,0,0
670,213673.22,417362.43,23.59,0.43,0,0
539,147040.91,295233,6.93,0.21,0,1
712,23054.26,28877.79,1.32,0.65,0,0
749,221624.41,386472.19,28.02,0.31,0,0
566,211684.67,358445.06,19.82,0.15,0,0
444,146047.13,146392.43,32.93,0.78,0,1
345,234845.97,259884.59,23.88,0.33,0,0
766,58944.48,73529.48,20.73,0.75,0,0
838,63018.73,26341.42,29.73,0.23,0,0
349,210989.98,505970.96,32.32,0.17,0,0
461,161226.33,471800.54,9.25,0.49,0,0
476,220380.91,198277.19,20.32,0.14,0,1
457,139595.25,327750.71,24.11,0.28,0,0
809,90786.18,167960.88,12.86,0.05,0,0
791,223609.87,524276.73,21.08,0.19,0,0
655,22085.85,31661.82,3.55,0.5,0,0
665,237419.91,529019.71,26.75,0.44,0,0
577,23709.52,23145.92,33.96,0.23,3,0
661,39650.51,105812.29,21.57,0.54,0,1
420,106026.31,54092.47,16.03,0.67,0,0
537,87457.52,107926.75,17.83,0.5,0,1
380,179616.97,328966.93,13.12,0.7,0,0
308,73653.21,96032.65,32.65,0.51,0,0
803,39407.75,56915.52,12.47,0.15,1,0
595,117556.16,42575.52,0.53,0.24,0,0
623,159666.85,256717.78,17.91,0.08,0,0
496,176449.44,471824.9,27.4,0.46,0,0
747,199654.92,480259.78,1.1,0.72,0,0
537,32337.87,39688.88,28.38,0.25,2,0
423,124515.6,287974.6,13.04,0.18,0,0
599,120180.84,320603.77,3.32,0.78,0,0
824,239901.5,125989.23,11.42,0.71,0,0
389,61595.02,124920.69,21.61,0.1,0,1
651,187494.83,451675.39,31.1,0.15,0,1
310,54276.1,20962.12,14.7,0.5,2,1
620,64797.74,112325.46,13.49,0.5,0,0
341,39396.7,8467.89,19.05,0.29,0,1
686,233442.86,237836.63,28.59,0.49,0,0
319,196077.95,87393.26,13.98,0.11,0,0
766,243704.4,248369.09,22.45,0.33,0,0
476,100582.31,285255.89,14.61,0.18,0,0
491,30873.46,29357.59,28.37,0.25,0,0
505,191673.74,206923.18,5.78,0.7,2,1
429,160778.03,233663.61,32.93,0.4,0,0
681,227758.29,529250.17,29.92,0.11,0,0
849,73259.13,107599.48,33.48,0.51,0,0
350,218349.95,252379.17,27.07,0.59,0,0
652,87886.82,58426.22,25.77,0.37,0,0
359,88859.61,105424.28,34.72,0.75,0,0
501,203420.54,255484.46,12.76,0.25,0,0
389,238039.54,701910.05,29.91,0.29,0,1
476,101176.36,67919.24,13.09,0.3,0,0
424,100789.15,117994.28,1.41,0.65,3,1
446,146778.76,430222.98,7.76,0.76,0,1
349,248426.11,498753.18,30.51,0.21,0,0
450,135408.21,69779.64,7.71,0.58,0,1
790,217592.12,215495.64,28.16,0.56,0,0
364,34003.6,7918.07,19.09,0.68,0,0
680,83732.62,21861.19,1.25,0.76,0,0
837,131485.01,31007.17,32.64,0.07,0,0
430,27419.84,76935.61,10.64,0.09,0,1
546,144816.1,90464.4,27.44,0.66,0,0
339,228391,496470.32,24.02,0.2,0,0
778,207073.44,552699.57,26.26,0.66,0,0
425,247691.78,558406.8,33.71,0.29,0,0
555,109746.33,222527.02,0.52,0.67,0,1
762,199589.95,261057.25,3.37,0.62,0,0
323,205039.44,181343.02,10.83,0.51,0,0
813,185989.09,431450.94,10.72,0.07,0,0
381,228060.96,568330.93,21.75,0.59,0,1
558,109932.43,150735.23,18.29,0.35,0,0
364,147002.65,153850.52,33.25,0.21,0,0
405,240755.62,41734.59,23.06,0.42,0,1
794,113202.52,74652.07,8.92,0.38,0,0
306,108060.15,39374.72,9.21,0.12,0,0
480,40584.11,44337.62,17.66,0.63,0,1
743,125450.45,356129.32,32.57,0.62,0,1
671,91967.48,20826.14,1.95,0.3,0,0
432,101564.26,26597.63,5.23,0.34,0,1
515,228357.45,544512.55,2.86,0.31,0,0
319,214771.57,629338.33,3.88,0.68,0,0
813,74167.09,91863.78,4.14,0.18,0,0
414,95036.25,274929.62,6.89,0.56,0,0
415,135272.91,247384.99,20.01,0.27,0,0
745,165899.5,10672.28,14.43,0.38,0,0
627,226544.14,27391.01,14.42,0.32,0,0
648,202073.02,296985.02,16.66,0.56,0,0
737,182999.66,28057.42,9.48,0.3,0,0
372,37855.15,79280.21,11.34,0.24,0,0
506,208699.41,436680.93,24.48,0.44,0,0
451,147745.94,53541.45,21.11,0.8,0,0
749,212492.97,253328.85,7.85,0.27,0,0
485,90903.24,125874.13,6.56,0.55,0,0
324,205116.05,479301.75,16.74,0.63,3,1
611,63905.84,177208.99,32.32,0.53,3,1
698,148631.7,159726.43,12.17,0.75,0,0
790,152251.67,285803.82,21.66,0.44,1,0
666,111441.71,214901.97,17.26,0.44,0,0
439,57599.85,72828.87,28.49,0.7,0,0
310,245509,302953.09,14.55,0.47,0,1
436,105976.24,148443.55,6.91,0.49,0,0
829,99420.42,99331.76,22.38,0.52,0,0
492,64745.58,26829.62,8.61,0.75,0,1
529,156090.39,402360.77,20.68,0.77,0,1
820,75398.08,27205.99,7.41,0.38,1,0
778,29025.38,40894.4,8.85,0.08,3,1
406,117270.57,127527.58,24.54,0.27,0,0
378,105721.16,82682.48,26.01,0.45,0,1
327,192162.83,78113.45,4.02,0.23,0,0
697,29251.72,40005.91,26.51,0.61,0,0
476,163145.57,196951.79,9.89,0.31,0,0
583,75509.93,62891.33,10.49,0.12,0,0
316,144075.46,237853.33,29.65,0.56,0,0
593,135552.13,327037.22,23.13,0.53,0,0
455,96150.9,213437.88,29.25,0.43,0,0
442,40241.17,48869.76,28.92,0.56,0,1
441,134798.08,13181.05,24.59,0.34,0,1
703,35014.71,49392.25,13.8,0.19,0,0
629,220116.22,639237.75,19.09,0.12,0,0
612,88256.68,95205.93,21.78,0.75,0,0
832,91059.67,160045.7,24.31,0.22,0,0
672,177971.07,449797.38,14.49,0.25,0,0
363,216887.27,126277.33,33.51,0.6,0,0
457,30338.96,59154.41,11.53,0.22,0,0
688,124125.15,297991.13,6.06,0.38,0,0
582,172041.96,311059.39,19.75,0.38,0,0
581,30360.71,51697.15,29.07,0.79,0,0
347,184771.55,245349.9,5.76,0.61,0,1
302,73538.39,187613.33,4.21,0.23,0,1
392,111713.46,297170.29,18.92,0.08,0,1
523,57623.39,160524.75,20.34,0.36,0,0
465,110626.09,308654.71,2.75,0.59,0,1
847,156791.52,160917.48,34.39,0.18,0,0
313,153518.23,250184.11,17.42,0.56,0,1
633,249003.63,531734.25,32.81,0.58,3,0
510,168389.35,147354.85,17.69,0.75,3,0
680,28175,23318.16,22.36,0.5,0,1
662,132477.59,219461.8,31.31,0.63,0,0
509,134446.71,395750.65,24.44,0.27,0,0
547,122392.47,103728.21,0.64,0.22,0,0
698,85482.24,240779.2,7.24,0.19,0,0
685,144651.78,408951.26,9.26,0.27,0,0
326,157235.29,167294.98,1.83,0.76,2,0
773,72885.39,172562.28,8.43,0.67,0,1
375,38774.88,46931.53,10.09,0.39,0,0
706,81156.5,93028.77,25.88,0.07,0,0
466,211974.64,115199.61,28.04,0.42,0,0
542,34023.91,93341.87,33.31,0.13,0,0
367,220723.3,126705.02,17.08,0.23,0,1
565,184160.38,175446.92,25.59,0.71,0,1
843,146461.77,202654.71,32.44,0.5,0,0
636,84203.02,251319.57,29.47,0.61,0,1
559,59435.07,140886.82,16.8,0.59,0,0
499,20511.23,30071.35,7.63,0.79,0,0
686,124048.74,282053.37,5.47,0.44,0,0
396,129842.27,230246.35,17.64,0.17,0,0
405,106916.97,207079.71,26.18,0.41,2,0
359,28150.94,70568.29,15.65,0.67,0,1
362,187237.74,354002.17,29.81,0.22,0,0
362,41078.98,86899.67,24.22,0.34,2,1
754,69541.42,11232.54,22.03,0.68,0,0
439,135411.2,170782.49,19.38,0.36,0,0
719,196317.69,177235.52,29.13,0.45,0,0
717,242275.84,441157.68,4.96,0.2,2,0
511,231780.27,685030.93,24.62,0.49,0,1
730,245496.78,490672.86,17.78,0.12,0,0
511,100954.64,172037.94,14.19,0.34,0,0
788,23151.48,33546.37,19.58,0.73,0,0
634,208727.1,375875.96,31.49,0.31,0,0
490,158987.1,377201.89,26.33,0.4,0,1
666,148201.05,30715.45,15.46,0.68,0,1
424,53580.61,54122.56,1.64,0.55,0,0
721,134250.45,205037.65,30.02,0.54,0,0
791,237324.74,287081.61,1.81,0.79,0,0
708,169276.12,21882.97,29.02,0.28,0,0
561,50332.08,90870.86,5.05,0.25,0,0
530,26686.19,36887.29,27.92,0.43,0,0
567,45205.1,126486.48,21.62,0.09,1,1
419,187921.22,410708.83,15.93,0.77,0,1
633,108282.66,152807.69,31.05,0.45,3,0
576,192141.45,65331.79,12.79,0.24,2,0
636,232324.64,632356.97,12.53,0.62,0,0
758,29234.18,80428.94,32.35,0.67,0,0
623,130304.47,29652.87,25.47,0.59,0,0
518,135597.89,191701.9,18.48,0.17,2,0
387,113580.56,137813.52,19.98,0.67,0,0
809,38824.95,113440.7,9.69,0.2,2,0
424,161256.95,294045.41,5.62,0.62,0,0
373,114379.96,184199.89,20.81,0.56,0,1
413,128935.93,297512.46,20.37,0.39,2,1
308,156442.92,88709.22,2.36,0.36,0,0
732,92043.95,165046.54,31.61,0.16,0,0
453,21875.51,24487.98,18.31,0.22,0,0
678,222304.53,131530.94,26.34,0.6,0,0
372,205556.55,311966.38,33.45,0.32,0,1
750,51846.63,110019.45,19.63,0.24,0,0
349,133907.5,377270.81,7.73,0.15,0,0
762,70851.97,153242.6,30.64,0.77,0,0
820,94225.43,19723.08,16.5,0.79,0,0
814,120459.82,147471.48,31.69,0.08,0,0
726,192798.34,206264.79,27.36,0.64,0,0
814,73486.19,195585.65,20.34,0.73,0,0
686,143481.1,279997.09,23.18,0.31,0,0
453,197342.9,177663.07,0.66,0.77,0,0
555,73802.03,95349.71,17.94,0.72,0,0
560,41370.37,30445.11,3.52,0.39,0,0
483,100624.93,217548.6,16.96,0.78,0,1
816,160369.13,361189.63,5.6,0.21,0,0
817,161478.41,133882.44,3.3,0.31,1,0
718,130345.38,142869.33,29.67,0.27,0,0
828,186434.33,360290.65,4.3,0.3,0,0
518,66857.68,48375.82,28.37,0.24,0,0
485,135319.38,207074.06,1.36,0.13,0,1
331,74743.39,180697.27,1.29,0.3,0,1
642,33004.68,34034.28,7.69,0.44,0,0
818,237095.53,374389.03,3.05,0.52,0,0
697,81395.9,98088.04,30.35,0.33,0,0
433,233644.32,155656.82,22.89,0.62,0,0
705,215309.94,382377.69,29.26,0.32,0,0
731,58603.9,30082.92,32.39,0.61,1,1
395,114627.48,6452.36,10.66,0.4,0,0
541,113246.53,95984.52,6.5,0.6,1,1
705,43297.88,94781.06,21.75,0.25,0,0
418,180587.68,441545.76,13.95,0.42,3,1
835,219901.72,435515.77,0.62,0.65,0,0
529,248139.71,610702.68,32.63,0.13,0,0
332,194537.08,441038.88,1.94,0.73,0,1
357,167498.58,354987.86,13.4,0.53,0,0
358,104039.47,49955.52,21.04,0.35,0,0
823,47828.68,75899.21,19.43,0.74,1,1
538,57719.71,98965.03,13,0.58,0,0
511,185277,321648.42,6.21,0.58,0,1
844,220624.62,235771.41,2.02,0.3,0,0
833,24070.38,43005.72,25.06,0.13,0,0
403,37311.8,35904.51,11.67,0.46,0,0
679,197569.22,457244.19,20.69,0.35,1,0
624,145850.68,141327.72,30.62,0.51,0,1
624,218436.88,474537.15,11.08,0.27,0,0
731,136211.73,262301.96,32.9,0.75,0,0
399,93249.82,209968.05,3.36,0.73,0,1
400,75144.87,123196.17,11.07,0.08,3,1
637,31050.27,79108.17,26.15,0.51,0,1
563,100989.84,83731.72,33.39,0.45,1,1
442,146246.56,151893.36,24.38,0.13,0,0
448,64895.18,106405.46,18.71,0.41,0,0
664,224697.95,494715.99,28.28,0.74,0,0
423,108587.72,288329.46,0.58,0.35,0,0
767,152241.2,370354.12,8.07,0.78,0,0
460,214131.55,197883.23,20.98,0.63,0,0
721,193023.35,456762.76,1.89,0.37,0,0
386,102659.49,25027.25,1.75,0.56,0,1
569,147374.23,185955.4,17.57,0.51,0,0
393,182348.72,242821.15,29.52,0.06,0,1
359,85983.29,148966.14,25.5,0.64,0,0
733,29746.83,59011.95,3.66,0.14,0,0
750,248044.95,205786.43,33.19,0.58,0,0
606,31182.22,11521.72,26.14,0.39,0,0
721,248766.1,631789.97,25.12,0.69,1,1
322,219322.03,270817.62,26.42,0.55,2,1
618,204259.2,312076.57,1.73,0.57,0,1
612,240234.3,480265.47,28.86,0.39,0,0
823,246812.71,566507.41,8.71,0.37,0,0
332,42693.89,36761.98,19.97,0.69,0,0
334,31133.26,26323.23,30.97,0.66,0,0
465,136522.42,333844.59,10.56,0.48,0,0
452,108546.76,45335.1,4.95,0.61,0,1
710,48713.42,14208.9,14.79,0.61,0,1
563,194581.22,299931.6,16.51,0.68,0,0
824,39464.88,31971.31,23.28,0.74,0,1
537,111357.81,60883.24,28.09,0.56,0,0
689,133169.65,129050.41,20.1,0.11,0,0
579,247876.56,655889.87,6.49,0.5,0,0
562,208750.96,573780.31,6.47,0.12,2,1
755,222143.65,663735.96,21.74,0.2,0,1
464,130404.07,203305.58,2.65,0.69,0,0
460,134979.15,13178.78,14.26,0.64,0,0
545,234827.11,63665.5,27.98,0.64,0,1
698,100134.32,269416.07,17.67,0.26,0,0
304,56969.21,162773.46,2.26,0.78,0,0
809,37230.82,12457.44,24.62,0.07,0,0
825,146671.82,195527.88,5.43,0.35,0,0
340,52332.43,93656.64,2.66,0.46,0,1
620,39056.58,74656.2,18.47,0.47,1,0
414,129020.43,227217.8,11.76,0.67,0,1
310,28363.5,73484.05,4.54,0.6,0,1
606,84773.25,175911.86,11.4,0.52,0,0
494,240305.32,192282.26,32.56,0.51,0,1
337,26971.04,67277.45,29.83,0.77,0,1
807,192231.28,102728.67,24.8,0.33,0,0
415,201011.1,263053.99,22.6,0.25,0,0
721,174453.73,84162.77,2.18,0.39,0,0
400,105794.36,230201.81,0.04,0.44,2,1
561,212652.21,300232.63,2.55,0.08,0,0
382,249051.37,509499.62,22.71,0.68,0,1
343,196350.75,371603.62,2.26,0.5,0,1
765,209127.62,189391.47,5.74,0.52,0,0
627,84387.8,9162.29,33.76,0.62,0,0
492,36284.47,42527.94,14.85,0.33,0,1
398,151222.2,10053.6,22.08,0.25,0,0
568,192200.17,50501.97,21.23,0.66,0,1
509,208407.73,476246.92,28.3,0.64,0,0
591,224289.77,289370.45,14.95,0.53,0,1
489,84630.17,109395.1,27.29,0.78,0,0
462,80695.63,131189.47,7.94,0.28,0,0
798,39523.65,69347.14,5.45,0.71,0,0
453,191919.49,43629.47,3.86,0.59,0,0
557,27145.56,42200.7,7.78,0.76,0,0
368,148921.91,352247.27,8.68,0.47,0,1
575,117329.21,185785.18,33.44,0.22,0,0
632,153938.77,354302.12,26.16,0.63,0,0
361,33492.89,30234.84,3.8,0.59,0,0
519,66902,15506.31,2.83,0.25,0,0
732,146516.79,159656.3,12.3,0.44,0,1
340,229644.67,538880.91,21.69,0.58,0,1
303,222410.16,584636.24,9.55,0.48,3,1
596,210766.16,215524.52,5.51,0.17,0,0
612,205724.4,51075.85,31.29,0.66,0,0
687,155687.38,68627.92,16.82,0.1,0,0
397,185213.15,519620.83,33.03,0.72,0,0
387,71184.42,33841.29,24.85,0.39,0,1
759,200631.43,272412.77,31.07,0.31,0,0
443,240852.61,514949.9,13.92,0.58,0,1
810,31889.38,18129.3,17.42,0.64,0,1
607,20551.51,56499.06,27.55,0.57,0,0
625,105217.99,16988.52,24.95,0.32,0,0
432,184910,203562.65,23.13,0.44,0,1
456,181479.91,197217.14,24.78,0.07,0,0
619,201811.28,504416.92,6.01,0.74,0,1
630,185473.53,138298.05,24.96,0.18,0,1
561,119295,78845.68,2.11,0.47,0,0
833,152813.37,210759.27,26.65,0.28,0,0
457,154786.47,23116.1,4.69,0.4,1,1
441,52406.33,151869.37,17.78,0.42,0,1
365,102932.12,239944.77,28.6,0.61,0,1
342,213509.14,147993.31,34.17,0.07,0,0
849,166873.83,9988.31,25.95,0.31,0,0
778,34032.1,50603.43,29,0.48,0,0
844,121009.65,54987.12,33.69,0.66,0,0
613,124739.98,104799,22.54,0.27,0,0
629,150796.15,444457.85,8.36,0.18,0,0
683,169386.85,143139.01,14.89,0.38,0,0
602,61192.21,150658.55,22.85,0.43,0,0
373,191726.4,111412.67,32.83,0.72,0,0
373,35419.76,58100.54,23.32,0.17,0,0
621,227096.91,204812.92,0.41,0.73,0,0
757,183695.39,428684.67,2.38,0.56,0,1
718,176970.02,443525.59,15.17,0.55,0,0
310,132326.19,347484.8,16.05,0.76,0,1
648,152023.71,291852.95,31.11,0.76,0,0
799,176524.58,415048.7,15.41,0.76,0,1
521,199031.1,590831.2,12.39,0.32,0,1
705,220019.84,471547.7,5.39,0.14,0,0
319,179180.47,446728.88,5.87,0.24,0,0
672,54083.06,75080.47,2.53,0.19,0,0
424,144813.87,169341.65,24.77,0.1,0,0
820,169763.4,270920.75,26.43,0.54,0,0
724,198255.57,508146.18,16.88,0.21,0,0
676,145599.31,83857.79,22.15,0.78,0,0
419,54850.44,162942.78,21.4,0.11,0,1
535,72823.18,95940.37,8.61,0.25,0,0
540,71599.92,32582.85,5.8,0.31,0,1
364,229377.91,251574.56,30.77,0.41,0,1
611,239631.1,333719.79,33.38,0.56,0,0
340,148823.3,404984.5,30.65,0.28,0,0
316,34533.38,16001.51,3.19,0.51,0,0
762,111146.17,280996.55,9.26,0.11,2,1
417,160838.18,289502.45,9.45,0.08,0,0
448,132079.42,142881.83,27.83,0.73,0,0
598,104617.18,113887.26,26.46,0.06,0,0
605,154657.9,155906.34,27.96,0.61,0,1
484,143293.16,318287.28,16.04,0.66,0,0
445,53080.03,101016.06,31.72,0.56,0,1
846,116454.28,6103.4,26.94,0.71,0,1
385,216311.39,356821.76,1.13,0.08,0,1
379,228298.6,444687.85,33.16,0.42,0,0
544,241098.46,610483.34,23.49,0.15,0,0
768,242550.32,498558.48,12.04,0.41,0,1
481,57402.9,79250.31,20.16,0.68,0,1
350,230071.43,293140.69,25,0.71,0,0
401,186090.47,193800.85,3.1,0.06,0,1
423,222518.06,571235.52,32.5,0.3,0,0
605,96784.34,270088.21,25.95,0.54,0,0
523,51841.58,38644.19,16.39,0.11,0,0
801,115425.59,296709.72,32.12,0.1,0,0
456,202369.46,374767.31,25.46,0.77,0,1
518,54827.79,57392.88,2.27,0.62,0,0
555,49327.43,135726.65,27.95,0.66,2,1
754,37671.97,10029.51,25.25,0.47,0,0
312,124494.93,165339.45,28.91,0.46,0,0
715,58825.34,162669.49,20.49,0.39,0,0
768,132089.22,226247.84,22.52,0.31,0,0
466,77318.8,24406.7,23.36,0.11,0,0
479,191670.12,496824.32,10.97,0.52,0,0
750,237771.04,404250.13,1.73,0.23,0,0
719,200328.86,547448.36,3.36,0.18,0,0
734,181338.97,60732.7,23.75,0.47,0,0
790,227830.89,627872.35,28.14,0.45,0,0
724,156999.7,119756.76,27.4,0.45,0,0
756,67473.85,40180.36,3.3,0.36,0,0
548,81848.33,57109,2.76,0.12,0,0
752,227079.05,565559.55,10.37,0.57,0,0
675,162763.15,139259.49,12.24,0.08,0,0
409,52165.51,7901.51,15.28,0.57,0,1
315,240269.9,668089.21,20.64,0.4,0,1
722,233954.67,44835.26,34.86,0.74,0,0
541,92830.19,12794.67,29.47,0.41,0,0
671,61399.65,18516.95,14.38,0.44,0,0
478,159994.36,221275.23,23.79,0.12,0,1
833,84182.53,106366.31,12.72,0.06,0,0
790,203436.84,51023.59,5.18,0.19,0,0
487,102841.14,294490.57,18.4,0.76,0,0
677,40579.18,43436.58,2.86,0.35,0,0
320,118682.86,149628.36,31.47,0.5,0,1
