post_id,engagement_score,connection_strength,hours_since_posted,content_type,creator_followers
post_00690,36.57,0.72,108,video,6110
post_00691,46.06,0.59,138,poll,293106
post_00692,78.42,0.78,137,text,69156
post_00693,55.47,0.65,142,article,460001
post_00694,78.37,0.45,92,poll,398846
post_00695,21.62,0.77,10,text,468005
post_00696,64.41,0.75,135,poll,471342
post_00697,41.3,0.9,22,text,284059
post_00698,32.06,0.76,97,text,137839
post_00699,58.46,0.65,102,video,161018
post_00700,87.72,0.64,96,text,308934
post_00701,78.54,0.57,81,video,33344
post_00702,53.04,0.47,134,poll,140894
post_00703,88.53,0.44,153,video,181130
post_00704,72.22,0.64,89,image,354720
post_00705,71.22,0.82,35,text,312680
post_00706,11.08,0.8,73,image,204386
post_00707,36.92,0.38,126,poll,86291
post_00708,53.32,0.64,78,poll,46650
post_00709,56.99,0.69,147,text,123676
post_00710,73.76,0.73,54,poll,438625
post_00711,63.74,0.47,114,video,177002
post_00712,63.67,0.8,130,article,21151
post_00713,58.26,0.64,20,poll,402378
post_00714,26.28,0.32,129,image,353858
post_00715,33.3,0.61,40,poll,133923
post_00716,18.73,0.41,6,image,167618
post_00717,86.53,0.39,18,poll,210504
post_00718,77.17,0.76,85,video,261900
post_00719,71.35,0.46,89,image,42089
post_00720,49.61,0.65,139,poll,34873
post_00721,55.72,0.13,1,image,107221
post_00722,20.35,0.83,61,article,15058
post_00723,44.3,0.11,77,image,87937
post_00724,84.87,0.28,45,text,45081
post_00725,68.73,0.65,58,image,209179
post_00726,19.89,0.6,10,image,251044
post_00727,70.36,0.23,88,article,431159
post_00728,75.86,0.98,58,image,367085
post_00729,74.1,0.15,42,poll,72473
post_00730,60.22,0.82,9,image,414168
post_00731,49.15,0.46,110,poll,313959
post_00732,4.68,0.17,168,article,423341
post_00733,20.64,0.48,75,article,189708
post_00734,52.16,0.55,74,poll,32581
post_00735,38.7,0.63,142,article,181039
post_00736,14.31,0.3,110,article,464110
post_00737,6.21,0.86,122,article,114070
post_00738,46.08,0.76,69,text,275230
post_00739,75.08,0.92,17,video,295449
post_00740,71.89,0.1,4,poll,289076
post_00741,64.09,0.13,3,image,84170
post_00742,16.59,0.28,165,image,42228
post_00743,36.78,0.64,121,article,270145
post_00744,36.66,0.17,88,image,146653
post_00745,43,0.95,37,image,345637
post_00746,15.21,0.59,165,image,213822
post_00747,59.17,0.97,13,poll,451500
post_00748,87.05,0.6,84,video,74022
post_00749,78.32,0.29,107,poll,448882
post_00750,58.52,0.11,105,image,51577
post_00751,65.65,0.66,130,text,257115
post_00752,48.21,0.36,108,poll,429874
post_00753,37.28,0.64,155,image,94843
post_00754,36.24,0.16,152,poll,131587
post_00755,80.22,0.62,94,text,334924
post_00756,12.13,0.72,91,image,430100
post_00757,28.36,0.86,98,article,349247
post_00758,74.55,0.35,134,image,54954
post_00759,26.42,0.68,133,video,185088
post_00760,17.31,0.82,81,image,83082
post_00761,45.11,0.51,147,image,244709
post_00762,22.29,0.33,142,image,201457
post_00763,38.45,0.78,122,poll,429999
post_00764,84.2,0.95,119,image,69528
post_00765,74.72,1,128,article,371980
post_00766,20.05,0.47,167,article,167689
post_00767,17.51,0.54,151,article,286032
post_00768,23.66,0.74,71,image,122664
post_00769,34.2,0.58,81,video,240188
post_00770,45.79,0.72,6,article,427557
post_00771,81.77,0.97,160,text,137858
post_00772,30.86,0.81,69,article,374088
post_00773,44.27,0.27,16,poll,137530
post_00774,60.06,0.3,61,image,280553
post_00775,16.19,0.25,35,article,103807
post_00776,71.2,0.39,110,poll,475046
post_00777,70.86,0.88,128,text,261677
post_00778,31.86,0.38,97,text,211628
post_00779,64.39,0.62,140,image,223464
post_00780,21.89,0.3,57,article,93730
post_00781,30.57,0.95,49,image,30437
post_00782,45.66,0.54,113,text,134800
post_00783,47.54,0.31,4,video,261470
post_00784,10.25,0.67,18,image,116686
post_00785,62.19,0.42,114,poll,422529
post_00786,56.97,0.44,56,article,316093
post_00787,18.98,0.9,133,article,402584
post_00788,64.97,0.27,16,poll,142595
post_00789,79.11,0.65,117,poll,424338
post_00790,20.38,0.63,93,article,91577
post_00791,91.92,0.85,59,video,71815
post_00792,31.83,0.55,26,image,337009
post_00793,73.95,0.65,154,poll,353513
post_00794,13.97,0.59,133,text,420707
post_00795,72.94,0.55,105,text,13200
post_00796,21.38,0.45,87,article,128437
post_00797,60.58,0.2,125,poll,33075
post_00798,36.67,0.58,95,image,424701
post_00799,23.67,0.43,58,article,100644
post_00800,66.88,0.19,74,article,338823
post_00801,72.25,0.23,144,image,218288
post_00802,9.42,0.68,109,image,305803
post_00803,23.51,0.83,158,image,297822
post_00804,65.29,0.64,168,video,483800
post_00805,58.28,0.29,77,poll,146159
post_00806,41.67,0.1,57,image,241324
post_00807,86.28,0.35,25,video,251868
post_00808,29.58,0.65,121,video,259331
post_00809,63.72,0.54,25,video,331632
post_00810,62.98,0.54,90,text,474359
post_00811,31.14,0.85,148,text,18282
post_00812,72.39,0.76,114,video,102704
post_00813,22.09,0.68,106,article,148004
post_00814,56.01,0.33,125,article,343337
post_00815,50.62,0.67,53,image,392849
post_00816,36.21,0.94,26,text,297128
post_00817,85.96,0.23,115,video,410576
post_00818,50.42,0.37,126,image,236717
post_00819,43.32,0.1,168,video,312139
post_00820,46.22,0.65,116,poll,321819
post_00821,78.45,0.82,1,poll,276634
post_00822,61.22,0.97,116,image,88039
post_00823,63.74,0.93,62,text,376059
post_00824,34.52,0.8,92,text,180382
post_00825,60.6,0.21,77,poll,194254
post_00826,43.44,0.55,59,image,255355
post_00827,23.15,0.79,102,article,11907
post_00828,14.5,0.71,67,text,121952
post_00829,82.91,0.35,78,video,240214
post_00830,66.66,0.61,151,text,406288
post_00831,61.95,0.1,45,text,209287
post_00832,69.16,0.12,76,text,313903
post_00833,51.03,0.07,0,text,64831
post_00834,39.08,0.46,70,poll,240858
post_00835,90.94,0.46,129,video,346802
post_00836,32.35,0.49,28,poll,230403
post_00837,32.68,0.29,153,article,102524
post_00838,59.57,0.36,61,poll,199223
post_00839,74.66,0.82,89,poll,449904
post_00840,58.92,0.55,28,video,356894
post_00841,40.67,0.32,18,text,121950
post_00842,32.77,0.4,159,image,64140
post_00843,58.69,0.7,62,image,247069
post_00844,56.34,0.6,21,text,486864
post_00845,36.54,0.6,52,article,214252
post_00846,76.96,0.5,19,video,31466
post_00847,33.95,0.36,71,poll,107498
post_00848,11.21,0.82,33,article,19316
post_00849,81.47,0.67,28,poll,301317
post_00850,59.75,0.42,35,text,70351
post_00851,10.07,0.13,40,image,135452
post_00852,37.77,0.34,122,image,346753
post_00853,38.6,0.84,109,image,306757
post_00854,25.64,0.95,16,image,423735
post_00855,30.9,0.63,160,article,370704
post_00856,75.09,0.24,111,video,264401
post_00857,32.07,0.41,86,article,315742
post_00858,29.45,0.22,109,text,36904
post_00859,33.64,0.79,95,image,271837
post_00860,79.06,0.93,11,video,252274
post_00861,46.37,0.87,129,article,47613
post_00862,59.58,0.2,59,poll,39486
post_00863,66.08,0.93,71,video,39277
post_00864,27.12,0.66,148,image,113676
post_00865,43.72,0.81,12,text,185191
post_00866,67.29,0.72,97,poll,122059
post_00867,41.59,0.77,156,image,146949
post_00868,28.74,0.67,81,article,476998
post_00869,53.46,0.75,73,text,386644
post_00870,65.02,0.51,158,poll,332127
post_00871,34.91,0.42,53,image,365308
post_00872,63.53,0.86,139,poll,335948
post_00873,76.84,0.71,92,poll,120136
post_00874,33.72,0.08,71,article,91826
post_00875,33.06,0.55,64,image,297728
post_00876,58.52,0.95,158,image,343726
post_00877,45.9,0.65,168,poll,302146
post_00878,38.15,0.39,119,text,69412
post_00879,68.11,0.09,130,image,135610
post_00880,56.22,0.45,84,poll,446908
post_00881,51.64,0.78,21,text,96526
post_00882,38.05,0.85,75,video,217147
post_00883,32.23,0.14,97,text,497073
post_00884,19.31,0.49,132,article,166580
post_00885,27.19,0.19,40,article,90863
post_00886,39.15,0.48,110,article,175490
post_00887,74.13,0.86,148,image,81845
post_00888,76.31,0.45,83,text,326051
post_00889,50.23,0.56,167,video,351381
post_00890,36.63,0.5,123,image,204806
post_00891,52.96,0.92,88,article,337440
post_00892,70.12,0.29,152,article,479132
post_00893,53.35,0.29,7,video,272319
post_00894,23.69,0.23,131,text,33533
post_00895,29.59,0.75,2,article,330875
post_00896,38.28,0.09,129,image,349523
post_00897,65.21,0.29,127,video,442504
post_00898,72.44,0.51,62,image,96919
post_00899,78.97,0.17,113,image,374197
post_00900,57.45,0.41,4,text,326721
post_00901,66.02,0.85,140,text,26089
post_00902,76.57,0.64,156,video,305839
post_00903,76.27,0.75,14,article,425957
post_00904,74.14,0.21,87,video,340753
post_00905,35.29,0.34,53,article,455887
post_00906,68.54,0.68,137,image,57465
post_00907,84.94,0.11,126,video,38218
post_00908,89.18,0.92,134,video,487264
post_00909,57.17,0.49,121,text,158627
post_00910,67.26,0.16,44,poll,131264
post_00911,39.29,0.17,34,poll,66568
post_00912,38.52,0.23,85,poll,30175
post_00913,35.75,0.27,146,image,361304
post_00914,52.73,0.58,28,article,44695
post_00915,20.99,0.89,126,image,350316
post_00916,78.82,0.28,115,poll,321981
post_00917,88.43,0.24,23,poll,42848
post_00918,23.56,0.24,53,image,117518
post_00919,72.34,0.93,32,article,151959
post_00920,31.89,0.4,118,image,90929
post_00921,82.5,1,105,image,464725
post_00922,63.14,0.47,101,poll,322139
post_00923,48.25,0.58,154,text,194525
post_00924,25.56,0.39,25,text,476996
post_00925,52.47,0.33,60,poll,24628
post_00926,23.33,0.1,163,video,377506
post_00927,63.78,0.29,24,image,377703
post_00928,49.46,0.15,17,image,445840
post_00929,35.75,0.98,97,text,441551
post_00930,69.48,0.89,40,article,470512
post_00931,74.56,0.92,31,image,491381
post_00932,44.63,0.94,147,video,160852
post_00933,55.64,0.11,152,article,154372
post_00934,66.91,0.64,138,poll,259252
post_00935,30.01,0.36,110,image,146022
post_00936,43.49,0.81,7,image,185386
post_00937,27.52,0.26,121,article,334220
post_00938,72.52,0.61,84,video,459991
post_00939,60.41,0.26,14,image,486768
post_00940,79.05,0.06,128,image,132384
post_00941,34.86,0.8,148,article,418763
post_00942,17.81,0.62,33,text,71092
post_00943,38.22,0.31,22,text,223628
post_00944,62.45,0.63,53,video,264683
post_00945,35.22,0.31,26,text,309472
post_00946,55.25,0.55,35,image,53215
post_00947,27.95,0.1,65,image,338730
post_00948,77.2,0.89,30,text,437319
post_00949,82.1,0.94,55,text,149096
post_00950,55.42,0.97,113,video,67875
post_00951,79.83,0.4,44,video,202981
post_00952,34.67,0.52,97,image,397388
post_00953,19.49,0.38,150,image,13384
post_00954,46.76,0.99,14,article,456721
post_00955,13.82,0.29,149,text,346432
post_00956,83.14,0.19,107,video,426676
post_00957,95.68,0.22,91,video,362575
post_00958,43.15,0.81,96,text,248322
post_00959,81.31,0.89,31,poll,409024
post_00960,63.68,0.54,7,poll,56526
post_00961,67.63,0.87,160,text,236778
post_00962,63.26,0.51,5,poll,193526
post_00963,71.7,0.68,79,article,447950
post_00964,48.46,0.6,53,poll,487912
post_00965,62.78,0.78,107,poll,49385
post_00966,38.93,0.23,128,video,271132
post_00967,52.75,0.27,88,video,160456
post_00968,18.68,0.91,6,article,395468
post_00969,62.82,0.3,41,poll,492636
post_00970,82.63,0.65,167,poll,465900
post_00971,38.37,0.63,151,article,255612
post_00972,63.35,0.52,135,poll,349028
post_00973,57.3,0.82,32,poll,315341
post_00974,52.76,0.33,6,image,316700
post_00975,37.33,0.84,55,image,359051
post_00976,65.34,0.8,118,image,152005
post_00977,52.19,0.38,93,poll,385897
post_00978,37.45,0.17,80,text,446550
post_00979,35.84,0.94,145,text,61317
post_00980,71.12,0.18,119,image,10340
post_00981,37.84,0.05,43,video,165449
post_00982,46.97,0.53,132,poll,14789
post_00983,43.88,0.68,46,poll,260818
post_00984,14.06,0.47,166,image,341195
post_00985,88.52,0.9,22,poll,381765
post_00986,61.29,0.38,34,article,320726
post_00987,31.8,0.67,138,image,145172
post_00988,13.28,0.99,128,image,419883
post_00989,72.59,0.7,59,video,327387
post_00990,74.4,0.91,68,image,253751
post_00991,59.97,0.59,150,poll,34573
post_00992,95.52,0.25,36,video,268221
post_00993,58.53,0.71,41,article,111705
post_00994,42.3,0.78,29,text,123710
post_00995,59.36,0.36,108,poll,299854
post_00996,53.54,0.81,144,poll,192002
post_00997,90.71,0.49,92,poll,230995
post_00998,41.69,0.87,150,image,65601
post_00999,74.94,0.37,68,poll,457775
post_01000,87,0.63,38,video,366496
post_01001,49.55,0.44,31,image,420758
post_01002,61.74,0.98,25,article,31850
post_01003,68.72,0.71,153,text,285674
post_01004,49.54,0.61,18,text,452723
post_01005,43.06,0.61,147,text,426104
post_01006,39.85,0.38,98,article,442303
post_01007,80.03,0.63,154,video,79521
post_01008,13.3,0.41,161,article,128047
post_01009,37.01,0.11,63,text,148346
post_01010,79.02,0.98,86,poll,171804
post_01011,54.03,0.91,133,image,64413
post_01012,53.58,0.24,30,text,190414
post_01013,81.68,0.45,86,image,216454
post_01014,63.97,0.4,152,article,20176
post_01015,53.57,0.94,104,image,22452
post_01016,69.19,0.42,123,article,389576
post_01017,68.54,0.35,102,image,495078
post_01018,64.56,0.21,140,image,321025
post_01019,59.92,0.37,145,article,393826
post_01020,46.46,0.69,54,poll,470155
post_01021,70.02,0.41,14,poll,230022
post_01022,81.71,0.62,138,video,48417
post_01023,52.55,0.31,109,poll,405343
post_01024,59.71,0.58,89,article,316881
post_01025,59.54,0.89,91,text,309449
post_01026,64.93,0.55,107,poll,168268
post_01027,77.13,0.52,120,image,280470
post_01028,30.7,0.59,125,article,55588
post_01029,30.3,0.49,30,video,120661
post_01030,85.94,0.24,16,poll,476887
post_01031,51.55,0.62,17,image,464664
post_01032,63.6,0.76,158,text,367748
post_01033,13.4,0.72,76,article,431911
post_01034,81.67,0.38,0,text,190340
post_01035,43.8,0.32,114,image,482060
post_01036,52.41,0.89,162,poll,126300
post_01037,65.28,0.51,43,article,486274
post_01038,61.46,0.53,0,image,323274
post_01039,66.98,0.53,63,image,146554
post_01040,43.85,0.36,58,video,341967
post_01041,15.8,0.39,74,article,321596
post_01042,76.54,0.84,120,poll,161878
post_01043,45.09,0.19,72,video,94433
post_01044,71.43,0.87,99,article,205551
post_01045,32.81,0.52,15,article,7408
post_01046,44.78,0.79,86,video,53654
post_01047,47.15,0.94,100,poll,123282
post_01048,31.26,0.1,106,article,175817
post_01049,69.29,0.21,77,image,108064
post_01050,45.56,0.76,130,image,232206
post_01051,35.92,0.12,145,text,225376
post_01052,68.22,0.3,88,image,269207
post_01053,52.57,0.96,56,poll,366139
post_01054,50.32,0.76,7,text,481612
post_01055,87.21,0.65,106,video,195359
post_01056,22.46,0.67,120,article,105911
post_01057,50.59,0.96,102,poll,122551
post_01058,65.74,0.32,100,text,113996
post_01059,35.95,0.77,52,article,138276
post_01060,41.48,0.77,123,article,63370
post_01061,60.57,0.5,24,video,175188
post_01062,34.38,0.32,23,article,50695
post_01063,14.11,0.33,52,text,91736
post_01064,57.33,0.23,52,article,161743
post_01065,60.4,0.55,102,text,394846
post_01066,33.22,0.37,163,image,293108
post_01067,27.15,0.13,93,text,491553
post_01068,43.96,0.27,144,article,466161
post_01069,15.94,0.42,58,image,274745
post_01070,54.23,0.65,154,text,137500
post_01071,21.62,0.37,115,article,101299
post_01072,64.36,0.14,18,text,459313
post_01073,77.83,0.15,86,poll,318086
post_01074,68.7,0.5,74,video,63255
post_01075,55.51,0.27,128,text,41480
post_01076,96.89,0.32,10,video,204709
post_01077,8.38,0.65,140,article,431617
post_01078,79.98,0.54,151,video,338447
post_01079,61.49,0.66,162,poll,169529
post_01080,72.66,0.06,130,video,305353
post_01081,55.66,0.07,73,article,42399
post_01082,54.53,0.79,35,poll,174421
post_01083,62.75,0.33,154,poll,499546
post_01084,63.82,0.55,133,article,69419
post_01085,77.66,0.9,128,video,329710
post_01086,62.69,0.09,2,text,13710
post_01087,38.06,0.71,111,article,155363
post_01088,67.11,0.28,61,text,428301
post_01089,51.98,0.12,9,poll,203135
post_01090,64.64,0.52,153,article,367076
post_01091,70.22,0.75,86,article,23278
post_01092,53.9,0.51,36,poll,52704
post_01093,23.35,0.7,13,article,199512
post_01094,63.91,0.57,54,text,318671
post_01095,77.36,0.99,114,image,16336
post_01096,28.74,0.06,8,video,397092
post_01097,48.36,0.09,89,poll,114188
post_01098,37.62,0.48,132,text,148700
post_01099,91.22,0.69,161,poll,497351
post_01100,21.79,0.4,43,image,135764
post_01101,81.14,0.88,10,video,408107
post_01102,18.84,0.95,72,image,56094
post_01103,61.16,0.81,40,article,43182
post_01104,57.66,0.27,37,image,346516
post_01105,88.75,0.13,115,poll,229785
post_01106,55.71,0.22,117,article,374635
post_01107,26.73,0.06,81,image,240138
post_01108,48.82,0.73,139,text,176117
post_01109,52.8,0.45,40,poll,366145
post_01110,27.69,0.67,146,article,297412
post_01111,32.13,0.93,83,text,305913
post_01112,24.39,0.31,12,article,492846
post_01113,82.59,0.84,144,poll,318699
post_01114,87.26,0.67,67,poll,195824
post_01115,65.88,0.07,3,poll,179179
post_01116,51.2,0.38,155,article,347785
post_01117,41.93,0.84,150,video,283227
post_01118,29.34,0.6,100,text,322410
post_01119,44.83,0.32,60,image,165449
post_01120,23.37,0.86,16,text,231614
post_01121,47.85,0.77,136,text,401406
post_01122,45.05,0.18,161,video,10432
post_01123,74.68,0.19,131,poll,152345
post_01124,80.09,0.94,108,video,127031
post_01125,31.22,0.67,58,article,253662
post_01126,81.23,0.4,23,text,384386
post_01127,41.14,0.82,117,video,17208
post_01128,59.55,0.33,83,poll,419415
post_01129,68.73,0.95,70,text,118990
post_01130,33.87,0.62,118,video,211812
post_01131,83.87,0.31,96,video,123516
post_01132,83.13,0.12,44,text,230775
post_01133,71.19,0.18,102,image,396024
post_01134,40.49,0.62,33,video,446419
post_01135,47.51,0.3,92,image,105207
post_01136,54.68,0.06,97,text,362864
post_01137,44.54,0.99,165,video,266116
post_01138,37.23,0.92,107,text,347828
post_01139,52.23,0.81,161,article,469068
post_01140,66.48,0.72,157,article,102353
post_01141,44.69,0.11,39,article,42556
post_01142,61.39,0.67,84,video,98158
post_01143,61.85,0.75,35,text,450430
post_01144,64.68,0.37,77,image,278491
post_01145,72.51,0.34,99,video,213647
post_01146,39.63,0.27,104,text,350490
post_01147,40.08,0.85,88,article,135383
post_01148,30.02,0.52,150,article,101283
post_01149,56.69,0.65,40,poll,406968
post_01150,49.86,0.25,93,poll,123700
post_01151,40.43,0.4,24,text,453534
post_01152,64.4,0.97,20,poll,205906
post_01153,22.29,0.61,40,text,126644
post_01154,5.59,0.7,93,article,116282
post_01155,48.94,0.44,49,image,82644
post_01156,52.48,0.19,2,article,90790
post_01157,92.43,0.51,146,video,286020
post_01158,76.32,0.58,119,poll,191078
post_01159,34.01,0.85,50,image,137524
post_01160,50.5,0.37,111,text,439353
post_01161,32.46,0.3,61,text,186835
post_01162,62.9,0.38,48,image,5895
post_01163,76.2,0.12,79,poll,402359
post_01164,59.89,0.23,57,video,289530
post_01165,65.21,0.39,60,video,90575
post_01166,73.28,0.79,167,text,8235
post_01167,59.67,0.32,63,video,313143
post_01168,29.02,0.49,1,article,87458
post_01169,18.69,0.76,52,image,227519
post_01170,47.44,0.7,133,image,176505
post_01171,33.61,0.59,91,video,433115
post_01172,80.3,0.39,154,video,49288
post_01173,64.98,0.45,133,text,413438
post_01174,66.82,1,140,poll,362357
post_01175,99.34,0.11,90,video,46651
post_01176,71.03,0.05,11,video,100298
post_01177,44.27,0.7,117,article,236509
post_01178,53.31,0.36,64,text,374294
post_01179,58.3,0.13,120,video,80095
post_01180,84.89,0.49,68,poll,498636
post_01181,65.8,0.21,120,poll,441933
post_01182,38.36,0.19,106,text,302593
post_01183,50.7,0.83,93,article,20973
post_01184,41.11,0.33,125,video,141840
post_01185,52.79,0.42,52,article,115837
post_01186,53.45,0.39,106,text,354184
