fan_id,match_attendance,merchandise_spend,social_engagement_score,streaming_hours,fantasy_spend,loyalty_index
fan_01905,2,2751.52,0.79,52,26728.3,0.33
fan_01906,1,894.59,0.81,77.73,9665.2,0.45
fan_01907,9,24408.09,0.79,32.42,2717.8,0.98
fan_01908,1,294.17,0.06,12.86,98.56,0.25
fan_01909,1,458.98,0.63,57.45,11460.1,0.31
fan_01910,0,623.06,0.21,21.83,264.36,0.24
fan_01911,1,1089.86,0.65,92.88,7616.23,0.63
fan_01912,2,1841.95,0.59,30.5,13608.58,0.47
fan_01913,10,12653.94,0.78,43.96,1473.22,0.99
fan_01914,3,2518.29,0.49,38.63,45097.47,0.33
fan_01915,12,22572,0.86,55.64,3983.87,0.87
fan_01916,1,550.6,0.76,43.1,11438.34,0.63
fan_01917,1,637.89,0.08,18.61,157.62,0.27
fan_01918,8,17069.82,0.68,55.5,1169.13,0.88
fan_01919,1,330.91,0.91,78.97,4158.12,0.64
fan_01920,8,17446.69,0.77,33.79,2527.33,0.86
fan_01921,1,69.21,0.07,22.8,468.2,0.26
fan_01922,1,1256.89,0.79,96.16,9645.93,0.63
fan_01923,5,12839.45,0.7,44.13,652.44,0.93
fan_01924,1,366.85,0.76,94.99,10908.32,0.31
fan_01925,2,904.19,0.2,5.19,71.24,0.21
fan_01926,2,30885.02,0.48,32.4,66.56,0.9
fan_01927,1,1974.13,0.84,50.39,9398.14,0.49
fan_01928,0,648.91,0.93,69.84,11060.68,0.52
fan_01929,11,10512.8,0.82,45.77,586.79,0.93
fan_01930,6,28277.52,0.44,35.49,44.44,0.87
fan_01931,0,353.68,0.74,47.36,9409.94,0.46
fan_01932,0,1772.55,0.81,115.83,6898.22,0.51
fan_01933,1,1480.88,0.73,41.39,10020.11,0.63
fan_01934,13,9116.05,0.63,52.46,2616.33,0.84
fan_01935,3,36723.42,0.42,15.47,1973.62,0.77
fan_01936,1,1454.99,0.68,74.13,46794.63,0.38
fan_01937,1,2368.04,0.51,57.37,37437.62,0.36
fan_01938,0,387.74,0.24,10.37,494.41,0.33
fan_01939,2,9137.74,0.5,40.21,515.47,0.77
fan_01940,0,2580.89,0.51,56.79,13496.63,0.48
fan_01941,3,21372.95,0.59,15.14,1014.3,0.94
fan_01942,12,14216.73,0.75,46.07,2155.06,0.97
fan_01943,10,16153.24,0.57,56.41,3116.89,0.93
fan_01944,8,10214.93,0.8,25.3,3037.12,0.99
fan_01945,2,819.35,0.12,20.19,328.39,0.31
fan_01946,14,18674.26,0.9,23.6,1983.18,0.97
fan_01947,2,540.76,0.24,23.33,212.61,0.29
fan_01948,0,807.59,0.12,22.54,113.26,0.15
fan_01949,1,209.28,0.66,74.69,9419.08,0.47
fan_01950,2,23154.94,0.46,48.55,512.17,0.77
fan_01951,0,878.97,0.1,12.57,299.9,0.24
fan_01952,3,1398.84,0.41,46.86,26962.12,0.25
fan_01953,0,2247.51,0.72,59.64,32570.97,0.48
fan_01954,2,549.4,0.08,18.61,140.95,0.25
fan_01955,0,491.03,0.14,8.65,236.28,0.26
fan_01956,1,501.79,0.2,22.41,444.46,0.22
fan_01957,7,20371.42,0.69,34.81,4473.47,0.85
fan_01958,6,38322.3,0.46,21.75,1498,0.86
fan_01959,0,1459.27,0.68,80.53,5830.47,0.59
fan_01960,9,13396.25,0.63,32.96,2722.52,0.93
fan_01961,8,13831.17,0.58,52.17,1346.41,0.84
fan_01962,0,2854.4,0.77,60.95,34758.44,0.4
fan_01963,7,24625.09,0.59,49.93,2280.88,0.88
fan_01964,2,2837.11,0.5,46.71,39890.65,0.21
fan_01965,2,23569.62,0.55,44.79,1906.77,1
fan_01966,10,16088.95,0.7,24.7,3160.33,0.96
fan_01967,1,2174.47,0.43,56.99,26555.81,0.42
fan_01968,2,38.22,0.19,29.34,160.9,0.19
fan_01969,1,1744.47,0.8,87.68,8762.5,0.62
fan_01970,10,14058.54,0.51,28.99,2075.98,0.98
fan_01971,1,567.45,0.17,5.53,191.07,0.4
fan_01972,1,899.27,0.7,81.28,1731.87,0.54
fan_01973,1,158.51,0.65,108.88,8317.87,0.54
fan_01974,0,87.35,0.93,95.79,6792,0.49
fan_01975,0,794.4,0.68,70.35,11876.28,0.65
fan_01976,2,1166.33,0.54,64.45,6380.06,0.28
fan_01977,13,12419.95,0.89,55.03,3701.77,0.93
fan_01978,0,2926.9,0.5,67.26,13394.27,0.43
fan_01979,6,16107.65,0.67,17.96,865.91,0.74
fan_01980,3,10418.12,0.65,42.47,95.97,0.97
fan_01981,1,1165.22,0.54,51.94,12273.83,0.44
fan_01982,1,1536.31,0.76,67.41,37800.69,0.26
fan_01983,1,1724.33,0.7,94.7,10027.08,0.36
fan_01984,9,9137.21,0.85,59.72,1371.57,0.93
fan_01985,2,17954.73,0.32,19.18,1199.13,0.78
fan_01986,10,19749.62,0.87,53.96,4433.85,0.93
fan_01987,0,412.89,0.1,20.55,202.07,0.12
fan_01988,10,9223.86,0.79,25.34,2937.23,0.93
fan_01989,1,288.89,0.84,47.4,12619.3,0.4
fan_01990,0,1521.9,0.89,109.67,6462.86,0.45
fan_01991,8,24870.74,0.67,21.48,1014.28,0.94
fan_01992,14,15141.18,0.84,47.61,2643.52,0.94
fan_01993,1,485.24,0.15,20.31,406.56,0.13
fan_01994,14,13996.09,0.71,55.45,1889.27,0.93
fan_01995,2,583.59,0.28,23.26,314.6,0.14
fan_01996,0,1732.12,0.61,74.8,44131.73,0.27
fan_01997,3,2503.04,0.72,67.26,34474.65,0.48
fan_01998,1,793.45,0.17,5.69,11.43,0.14
fan_01999,0,475.45,0.09,27.02,175.03,0.27
fan_02000,2,1162.06,0.8,59.93,42898.03,0.46
fan_02001,0,755.2,0.84,66.85,24962.45,0.49
fan_02002,0,1811.75,0.71,45.53,49715.35,0.33
fan_02003,1,1182.05,0.59,52.08,45705.9,0.51
fan_02004,1,221.37,0.98,50.93,1613.78,0.42
fan_02005,1,980.85,0.96,60.43,14306.08,0.42
fan_02006,13,20046.74,0.68,43.3,4335.19,0.81
fan_02007,10,20971.23,0.59,47.66,2515.9,0.84
fan_02008,4,23854.33,0.55,42.79,828.59,0.81
fan_02009,3,12295.55,0.43,45.75,1486.38,0.8
fan_02010,1,1307.07,0.96,46.48,10768.18,0.51
fan_02011,1,494.17,0.61,94.85,9127.67,0.7
fan_02012,1,790.65,0.64,49.45,23046.36,0.53
fan_02013,3,15943.83,0.48,43.21,1221.03,0.71
fan_02014,0,113.66,0.71,82.65,9241.9,0.52
fan_02015,6,30913.74,0.49,25.76,486.11,0.83
fan_02016,11,15878.63,0.6,45.63,1666.91,0.8
fan_02017,2,38067,0.51,33.43,1376.81,0.94
fan_02018,1,716.04,0.6,86.62,12952.64,0.3
fan_02019,2,1472.6,0.53,65.46,23841.61,0.57
fan_02020,0,1199.27,0.9,104.77,2016.9,0.34
fan_02021,0,543.95,0.27,28.3,466.29,0.31
fan_02022,6,30055.3,0.56,27.33,232.06,0.7
fan_02023,0,2015.96,0.84,66.69,14465.23,0.49
fan_02024,6,6005.13,0.51,40.65,2992.3,0.99
fan_02025,1,1398.47,0.86,45.42,8280.85,0.39
fan_02026,0,1950.32,0.84,83.87,6817.17,0.45
fan_02027,1,1810.51,0.63,105.52,3146.77,0.37
fan_02028,6,33219.02,0.67,39.49,878.7,0.91
fan_02029,1,1583.14,0.96,79.6,13907.77,0.69
fan_02030,1,872.79,0.59,33.14,9917.25,0.55
fan_02031,0,1866.31,0.63,100.52,2560.61,0.36
fan_02032,10,19378.39,0.77,33.5,4251.65,0.84
fan_02033,1,241.21,0.27,10.91,3.26,0.28
fan_02034,2,653.59,0.5,78.41,8234.14,0.48
fan_02035,5,10827.93,0.38,32.8,1238.48,0.93
fan_02036,1,500.6,0.71,60.81,5810.03,0.55
fan_02037,3,1307.75,0.47,33.08,38284.43,0.47
fan_02038,2,738.04,0.08,18.05,181.68,0.24
fan_02039,12,8649.26,0.53,59.27,4747.64,0.84
fan_02040,0,2599.7,0.56,59.96,24933.79,0.22
fan_02041,1,1633.12,0.48,63.25,23470.38,0.46
fan_02042,0,2874.12,0.83,38.65,27891.08,0.22
fan_02043,1,171.83,0.93,97.37,2096.59,0.42
fan_02044,1,807.27,0.08,7.26,80.31,0.38
fan_02045,1,784.79,0.69,48.13,13839.89,0.39
fan_02046,9,21380.31,0.77,34.33,2452.03,0.84
fan_02047,10,16098.36,0.57,47.58,723.14,0.84
fan_02048,3,703.01,0.66,52.69,35618.54,0.24
fan_02049,4,13655.57,0.53,19.67,757,0.74
fan_02050,7,12275.64,0.82,59.4,943.57,0.84
fan_02051,6,16485.88,0.74,28.37,3219.29,0.84
fan_02052,11,14594.2,0.87,44.48,1328.37,1
fan_02053,4,9825.39,0.6,23.5,1655.79,0.89
fan_02054,1,649.54,0.09,29.84,237.05,0.18
fan_02055,2,726.52,0.07,7.94,3.6,0.39
fan_02056,3,38898.61,0.55,27.45,1741.94,0.86
fan_02057,6,12198.49,0.59,44.71,3233.61,0.84
fan_02058,14,13576.47,0.84,43.7,4463.63,0.86
fan_02059,0,752.51,0.57,32.04,49085.97,0.43
fan_02060,1,1432.99,0.6,88.05,3568,0.67
fan_02061,0,382.23,0.65,119.23,6762.61,0.66
fan_02062,0,1349.65,0.61,44.88,12108.71,0.47
fan_02063,3,900.04,0.64,35.78,18880.85,0.34
fan_02064,2,34143.43,0.62,16.86,1049.22,0.84
fan_02065,1,312.04,0.11,24.22,360.4,0.15
fan_02066,1,451.78,0.14,24.75,391.68,0.22
fan_02067,0,1933.33,0.92,99.71,5715.61,0.7
fan_02068,2,2188.44,0.78,46.29,38307,0.34
fan_02069,1,1026.86,0.65,71.37,22712.56,0.57
fan_02070,1,1843.38,0.52,68.94,13839.64,0.25
fan_02071,9,10684.4,0.52,53.12,4745.59,0.85
fan_02072,1,2071.36,0.6,35.56,37851.76,0.26
fan_02073,9,5406.74,0.86,44.09,1174.24,0.9
fan_02074,2,337.84,0.21,13.81,275.1,0.21
fan_02075,0,827.69,0.15,25.21,289.08,0.21
fan_02076,3,16417.09,0.51,24.74,1189.78,0.94
fan_02077,1,1160.13,0.88,104.53,11071.04,0.34
fan_02078,2,297.67,0.13,11.95,461.43,0.24
fan_02079,2,863.37,0.23,8.07,58.04,0.32
fan_02080,0,1875.26,0.83,99.1,12384.32,0.6
fan_02081,3,21011.81,0.65,16.43,489.1,1
fan_02082,3,14427.45,0.46,30.37,1949.25,0.84
fan_02083,0,1963.45,0.99,60.04,3163.37,0.64
fan_02084,1,1248.08,0.65,47.95,5287.59,0.4
fan_02085,1,408.87,0.15,29.07,138.59,0.3
fan_02086,0,311.84,0.19,28.97,451.52,0.16
fan_02087,0,582.08,0.83,116.55,6489.86,0.56
fan_02088,9,8464.18,0.61,31.05,2817.49,0.87
fan_02089,8,21792.59,0.58,20.94,2779.78,0.87
fan_02090,10,16611.42,0.64,26.42,1818.72,0.82
fan_02091,2,33.99,0.23,6.04,259.51,0.3
fan_02092,5,29131.9,0.44,42.77,207.65,0.76
fan_02093,2,728.99,0.1,13.45,340.99,0.23
fan_02094,1,747.28,0.71,52.64,25081.72,0.37
fan_02095,13,16838.91,0.68,59.5,528.92,0.86
fan_02096,2,1160.64,0.6,32.66,29939.46,0.56
fan_02097,3,1977.47,0.81,65.82,12670.94,0.42
fan_02098,1,1381.05,0.58,40.86,6273.83,0.56
fan_02099,1,1160.37,0.76,60.9,6045.55,0.46
fan_02100,12,15466.52,0.9,43.89,1554.61,1
fan_02101,1,2228.58,0.72,75.85,9125.31,0.51
fan_02102,0,1098.59,0.8,52.27,9049.74,0.33
fan_02103,0,2864.51,0.69,78.44,31809.61,0.24
fan_02104,11,16270.72,0.52,59.54,942.94,0.97
fan_02105,8,14866.6,0.59,46.87,4919.38,0.89
fan_02106,0,83.22,0.76,49.8,11479.33,0.52
fan_02107,3,2486.91,0.79,40.39,45263.01,0.24
fan_02108,0,1344.74,0.63,31.1,44783.37,0.42
fan_02109,1,925,0.23,24,55.37,0.38
fan_02110,3,1664.64,0.67,61.5,43632.59,0.55
fan_02111,12,18088.14,0.66,20.59,3578.26,0.86
fan_02112,14,18329.43,0.68,23.49,2742.14,0.98
fan_02113,2,17199.56,0.4,24.02,927.84,0.84
fan_02114,0,557.13,0.19,28.59,289.86,0.13
fan_02115,2,265.28,0.3,27.21,363.9,0.26
fan_02116,2,797.67,0.5,36.5,5071.19,0.38
fan_02117,0,78.05,0.15,11.57,132.02,0.32
fan_02118,9,9619.98,0.78,59.57,4221.69,0.8
fan_02119,0,346.37,0.8,77.19,5992.2,0.54
fan_02120,1,1409.9,0.84,117.37,12501.86,0.56
fan_02121,2,17009.71,0.32,29.84,1034.34,0.96
fan_02122,1,1245.19,0.93,68.26,3137.86,0.3
fan_02123,7,8845.61,0.5,26.35,610.1,1
fan_02124,13,16242.36,0.87,53.41,1880.37,0.95
fan_02125,2,875.78,0.21,12.2,121.95,0.27
fan_02126,0,364.48,0.17,26.02,2.22,0.24
fan_02127,1,361.94,0.12,9.32,189.67,0.2
fan_02128,11,14203.76,0.83,54.55,2244.61,0.85
fan_02129,2,1987.74,0.46,34.51,36888.42,0.33
fan_02130,6,30566.06,0.45,45.86,306.99,1
fan_02131,6,20689.58,0.81,56.24,675.75,0.93
fan_02132,6,36296.16,0.7,15.63,360.33,0.79
fan_02133,3,2593.62,0.74,79.72,41440.75,0.41
fan_02134,7,15624.85,0.86,40.84,920.35,0.87
fan_02135,2,982.85,0.23,10.43,393,0.28
fan_02136,2,2906.09,0.5,70.7,32848.49,0.27
fan_02137,7,13321.29,0.59,58.88,1657.75,0.93
fan_02138,2,2139.04,0.71,36.44,28383.4,0.24
fan_02139,0,516.43,0.41,46.07,19920.37,0.59
fan_02140,2,18226.34,0.62,23.77,1070.11,0.95
fan_02141,6,20563.61,0.31,31.66,1095.18,0.86
fan_02142,2,13771.88,0.46,44.54,638.58,0.86
fan_02143,1,2090.74,0.66,64.85,31366.01,0.5
fan_02144,3,949.67,0.5,66.73,25810.5,0.39
fan_02145,1,102.84,0.09,16.71,262.94,0.34
fan_02146,2,13731.43,0.37,18.27,623.55,0.9
fan_02147,3,27937.14,0.41,21.81,1785.42,0.75
fan_02148,13,16571.51,0.84,48.48,4330.67,0.83
fan_02149,2,16249.05,0.47,32.85,589.27,0.96
fan_02150,1,860.01,0.14,9.66,13.52,0.16
fan_02151,4,13225.74,0.53,41.89,432,0.95
fan_02152,0,1751.41,0.43,72.18,29770.37,0.44
fan_02153,2,613.23,0.09,10.1,285.37,0.28
fan_02154,0,361.06,0.61,74.26,7823.92,0.31
fan_02155,0,166.9,0.98,95.68,8246.66,0.63
fan_02156,1,2117.67,0.8,37.04,45625.8,0.27
fan_02157,2,2986.66,0.63,33.09,29699.47,0.24
fan_02158,3,2330.79,0.75,73.81,38942.29,0.45
fan_02159,5,11859.68,0.5,37.39,461.42,0.84
fan_02160,1,511.16,0.84,79.73,2530.33,0.3
fan_02161,6,20666.62,0.68,20.19,3813.17,0.82
fan_02162,2,27642.59,0.43,30.71,676.81,0.91
fan_02163,7,23830.3,0.54,41.16,1978.59,0.95
fan_02164,4,33713.96,0.56,46.26,891.28,0.7
fan_02165,1,606.75,0.69,40.71,2992.79,0.39
fan_02166,10,15463.14,0.58,52.29,1030.33,0.91
fan_02167,3,38090.57,0.46,40.42,1139.73,0.92
fan_02168,5,20056.25,0.33,41.07,468.8,0.85
fan_02169,1,160.9,0.88,65.99,2249.96,0.47
fan_02170,1,1874.86,0.61,68.09,11576.23,0.6
fan_02171,3,799.96,0.58,37.93,45698.61,0.23
fan_02172,2,2556.46,0.56,66.15,46449.63,0.25
fan_02173,8,17960.11,0.8,51.26,3827.41,0.87
fan_02174,3,2160.65,0.57,50.73,46690.94,0.5
fan_02175,12,8677.17,0.77,59.09,2117.76,0.89
fan_02176,12,21538.6,0.68,34.46,664.07,0.91
fan_02177,7,14926.43,0.63,23.05,4585.33,0.91
fan_02178,1,2561.03,0.56,77.78,36165.44,0.28
fan_02179,3,2403.68,0.5,53.03,35681.6,0.49
fan_02180,4,10413.67,0.63,49.04,1235.77,0.71
fan_02181,5,11545.85,0.46,38.72,749.45,0.88
fan_02182,0,1786.74,0.95,76.19,7357.58,0.33
fan_02183,3,1926.97,0.51,53.42,28524.95,0.41
fan_02184,3,819.04,0.75,73.98,26530.43,0.29
fan_02185,0,467.02,0.92,51.69,6601.55,0.6
fan_02186,1,867.48,0.6,47.73,8695.58,0.49
fan_02187,3,16891.35,0.69,35.59,449.45,0.96
fan_02188,13,10739.02,0.58,29.59,2661.52,0.91
fan_02189,12,16943.36,0.71,20.32,906.08,0.89
fan_02190,1,377.53,0.3,9.63,114.35,0.25
fan_02191,9,7970.25,0.73,39.54,3711.2,0.98
fan_02192,12,18969.41,0.62,37.68,4374.63,0.98
fan_02193,0,1210.29,0.72,102.21,4128.65,0.58
fan_02194,14,17574.69,0.8,59.26,2861.79,0.96
fan_02195,3,967.87,0.81,45.02,13900.92,0.21
fan_02196,0,1534.55,0.75,96.75,2257.58,0.46
fan_02197,4,24994.87,0.31,21.07,1788.75,0.74
fan_02198,0,221.46,0.62,118.03,8135.42,0.4
fan_02199,1,2775.87,0.7,52.36,9329.05,0.34
fan_02200,3,23314.41,0.65,20.37,1365.35,0.95
fan_02201,1,2845.9,0.57,51.07,6406.73,0.4
fan_02202,9,8591.68,0.74,42.2,1192.67,0.83
fan_02203,1,856.6,0.71,82.36,7968.44,0.64
fan_02204,1,977.97,0.19,16.49,221.17,0.13
fan_02205,5,35750.8,0.58,32.67,42.77,0.83
fan_02206,11,14392.02,0.65,37.99,3858.03,1
fan_02207,5,31439.33,0.61,19.77,723.09,0.99
fan_02208,0,604.89,0.2,23.68,42.68,0.33
fan_02209,1,1619.46,0.56,54.07,33017.35,0.57
fan_02210,6,10428.28,0.76,27.58,1621.38,0.92
fan_02211,6,24051.51,0.82,23.03,4394.48,0.99
fan_02212,14,19355.5,0.58,21.87,1466.17,0.91
fan_02213,1,1051.13,0.79,85.35,14191.6,0.66
fan_02214,0,203.75,0.75,86.17,7485.8,0.38
fan_02215,1,786.05,0.93,104.29,14808.8,0.3
fan_02216,0,878.33,0.24,21.81,149.46,0.24
fan_02217,11,12551.87,0.79,41.89,1681.49,0.94
fan_02218,0,961.28,0.85,56.96,11817.41,0.47
fan_02219,3,1862.24,0.47,41.88,33730.76,0.58
fan_02220,0,1084.42,0.68,47.48,10350.06,0.34
fan_02221,2,838.08,0.13,14.72,419.09,0.34
fan_02222,1,2337.58,0.56,44.96,45600.47,0.31
fan_02223,2,2730.14,0.67,36.93,48488.01,0.27
fan_02224,7,10096.91,0.64,49.93,905.72,0.97
fan_02225,1,646.72,0.69,77.98,10482.11,0.42
fan_02226,0,1857.7,0.57,69.17,28241.47,0.56
fan_02227,8,8554.46,0.83,27.8,3990.76,0.97
fan_02228,0,657.07,0.8,115.99,4737.1,0.57
fan_02229,3,2343.58,0.82,63.33,11142.11,0.55
fan_02230,2,2313.44,0.67,62.92,22559.23,0.29
fan_02231,1,1903.03,0.66,55.39,25890.73,0.24
fan_02232,1,397.15,0.13,28.78,179.74,0.15
fan_02233,6,32801.65,0.39,39.96,1649.26,0.99
fan_02234,0,40.57,0.27,20.84,422.41,0.17
fan_02235,0,180.38,0.18,25.23,186.6,0.17
fan_02236,0,1914.7,0.69,65.84,6589.58,0.61
fan_02237,13,20969.09,0.89,45.6,988.13,0.84
fan_02238,0,867.42,0.5,57.41,11737.17,0.41
fan_02239,1,78.56,0.15,20.57,155.65,0.13
fan_02240,3,35213.3,0.69,47.57,1100.67,0.87
fan_02241,0,1475.36,0.68,45.59,13553.13,0.26
fan_02242,1,885.13,0.94,56.74,5474.01,0.35
fan_02243,13,16208.32,0.66,45.27,3003.02,0.89
fan_02244,0,703.7,0.42,70.52,22185.23,0.56
fan_02245,1,1677.56,0.83,62.15,9356.38,0.42
fan_02246,3,35373.38,0.54,36.34,572.24,0.73
fan_02247,2,777.95,0.06,24.16,242.25,0.32
fan_02248,8,22283.68,0.75,56.54,1932.91,0.92
fan_02249,1,161.69,0.16,17.84,266.4,0.24
fan_02250,14,11301.13,0.83,38.58,2775.09,0.84
fan_02251,3,2449.43,0.75,75.97,24212.84,0.24
fan_02252,1,463.96,0.14,5.18,52.71,0.19
fan_02253,0,678.16,0.27,6.2,215.99,0.14
fan_02254,0,1185.38,0.57,46.92,30679.61,0.38
fan_02255,1,600.55,0.22,7.39,146.8,0.15
fan_02256,6,14689.38,0.72,42.88,1757.89,0.95
fan_02257,1,360.94,0.84,54.98,4114.71,0.58
fan_02258,1,264.76,0.28,11.53,141.08,0.36
fan_02259,6,28625.82,0.53,46.06,442.5,0.97
fan_02260,3,9690.11,0.5,49.89,1792.99,0.83
fan_02261,2,192.3,0.29,8.44,3.55,0.12
fan_02262,7,11083.09,0.57,44.65,1475.54,0.99
fan_02263,0,830.1,0.63,78.85,10218.2,0.66
fan_02264,1,2694.89,0.49,47.94,36834.92,0.31
fan_02265,5,18511.92,0.49,17.33,346.19,0.8
fan_02266,1,735.33,0.18,8.96,200.12,0.21
fan_02267,0,1840.34,0.81,110.2,4256.98,0.51
fan_02268,6,12147.92,0.75,40.19,1656.39,0.96
fan_02269,12,8524.93,0.65,39.53,4020.96,0.84
fan_02270,6,19104.9,0.7,55.5,1670.91,0.94
fan_02271,1,792.83,0.79,73.08,40002.35,0.58
fan_02272,1,1683.29,0.8,53.73,2723.85,0.39
fan_02273,3,1783.37,0.56,67.22,49885.14,0.59
fan_02274,0,920.1,0.71,96.84,11433.28,0.68
fan_02275,4,28657.76,0.48,28.66,839.45,0.98
fan_02276,2,21359.65,0.39,22.41,875.18,0.85
fan_02277,0,1157.36,0.93,89.81,14335.68,0.38
fan_02278,0,298.45,0.73,98,11537.45,0.54
fan_02279,1,1037.6,0.64,54.14,41141.12,0.58
fan_02280,11,23445.94,0.72,20.6,3823.55,0.82
fan_02281,0,340.77,0.18,21.56,400.91,0.39
fan_02282,4,24006.26,0.54,39.25,1281.63,0.7
fan_02283,1,18.76,0.08,17.39,338.27,0.2
fan_02284,2,202.99,0.06,17.67,337.74,0.21
fan_02285,0,123.7,0.62,108.44,4197.99,0.69
fan_02286,6,16551.35,0.64,42.64,1236.05,0.98
fan_02287,4,10847.29,0.58,22.11,1306.39,0.78
fan_02288,2,1934.42,0.44,50.47,17279.88,0.56
fan_02289,0,1421.95,0.8,96.06,11374.27,0.41
fan_02290,0,940.93,0.96,58.46,2413.04,0.36
fan_02291,2,1462.32,0.55,71.78,19768.38,0.28
fan_02292,12,21175.07,0.69,50.24,953.71,0.9
fan_02293,0,1032.77,0.72,117.42,5848,0.36
fan_02294,3,714.45,0.57,36.45,46540.94,0.46
fan_02295,9,15448.5,0.77,39.49,3515.83,0.86
fan_02296,5,39098.97,0.46,41.06,767.68,0.89
fan_02297,1,289.83,0.19,5.49,316.95,0.2
fan_02298,3,1936.92,0.63,50.91,33083.78,0.39
fan_02299,10,9640.91,0.68,29.48,4581.22,0.85
fan_02300,1,1078.51,0.74,107.44,13022.85,0.45
fan_02301,5,12425.72,0.57,38.92,1875.29,0.9
fan_02302,2,37070.92,0.38,24.33,1462.66,0.84
fan_02303,3,2410.81,0.74,79.1,23895.19,0.55
fan_02304,11,17650.35,0.66,33.47,782.79,0.99
fan_02305,14,23097.27,0.63,47.79,1463.12,0.82
fan_02306,12,7858.09,0.73,38.03,3192.36,0.82
fan_02307,5,20521.39,0.34,25.45,1128.58,0.83
fan_02308,1,1855.31,0.98,114.26,1467.63,0.63
fan_02309,2,384.9,0.26,17.07,250.55,0.35
fan_02310,5,36265.07,0.35,37.48,612.04,0.81
fan_02311,0,906.73,0.26,28,342.56,0.36
fan_02312,2,1592.77,0.84,60.7,26132.61,0.59
fan_02313,0,351.55,0.26,25.36,134.53,0.17
fan_02314,13,11053.61,0.89,30.13,4966.68,0.85
fan_02315,3,24460.57,0.5,24.47,157.68,0.99
fan_02316,0,324.63,0.29,5.67,369.55,0.17
fan_02317,2,2251.54,0.58,60.11,49601.64,0.53
fan_02318,0,1873.24,0.79,100.7,2989.93,0.51
fan_02319,0,799.51,0.18,9.69,216.58,0.24
fan_02320,1,11.46,0.65,77.16,12231.93,0.54
fan_02321,6,11949.79,0.49,17.76,97.27,0.9
fan_02322,0,1651.58,0.75,113.72,8713.04,0.59
fan_02323,0,1228.95,0.81,92.67,2537.56,0.61
fan_02324,0,1829.89,0.95,79.43,2362.88,0.3
fan_02325,3,2658.75,0.83,51.21,5748.82,0.36
fan_02326,0,150.3,0.75,67.04,9649.5,0.43
fan_02327,3,1629.24,0.75,41.69,21343.65,0.29
fan_02328,12,12992.85,0.73,50.28,3775.52,0.82
fan_02329,1,922.01,0.2,12.94,336.46,0.25
fan_02330,1,1661.33,0.79,83.94,8183.44,0.63
fan_02331,3,2083.96,0.52,46.45,6112.29,0.57
fan_02332,1,602.04,0.09,7.01,75.55,0.32
fan_02333,0,1328.4,0.71,76.53,40226.71,0.39
fan_02334,1,850.48,0.84,72.25,7562.21,0.47
fan_02335,12,11190.44,0.62,52.99,2108.11,0.98
fan_02336,1,879.85,0.45,75.9,40150.97,0.57
fan_02337,4,34016.97,0.39,25.19,1213.95,0.83
fan_02338,7,5761.36,0.56,51.44,2375.63,0.85
fan_02339,0,428.77,0.1,6.99,36.04,0.31
fan_02340,5,21393.68,0.58,26.86,285.46,0.73
fan_02341,6,15532.09,0.67,25.28,3656.42,0.9
fan_02342,0,2938.64,0.84,57.05,25096.31,0.5
fan_02343,0,1646.8,0.95,80.82,7373.26,0.51
fan_02344,1,938.69,0.7,90.23,3059.51,0.67
fan_02345,0,1808.8,0.85,56.17,16534.98,0.29
fan_02346,0,821.38,0.78,44.48,13744.63,0.65
fan_02347,0,812.87,0.93,92.52,6133.63,0.55
fan_02348,3,2193.28,0.62,57.24,34592.23,0.38
fan_02349,4,38482.83,0.69,35.5,90.61,0.87
fan_02350,1,214.99,0.73,70.27,9753.42,0.69
fan_02351,2,2369.11,0.58,53.15,8016.48,0.42
fan_02352,1,770.11,0.81,85.19,9945.11,0.39
fan_02353,3,34130.6,0.64,44.33,478.27,0.74
fan_02354,0,718.38,0.72,119.87,1402.87,0.34
fan_02355,1,354.9,0.14,16.94,58.11,0.33
fan_02356,1,475.67,0.64,65.56,3226.91,0.33
fan_02357,2,246.61,0.1,19.86,254.26,0.12
fan_02358,3,2880.03,0.44,68.45,33774.51,0.25
fan_02359,3,2796.57,0.71,61.5,23036.6,0.51
fan_02360,1,1316.16,1,108.47,6610.74,0.69
fan_02361,6,16952.98,0.56,41.27,1781.95,0.87
fan_02362,2,948.42,0.25,24.16,157.73,0.3
fan_02363,1,836.79,0.42,48.78,41238.88,0.27
fan_02364,1,268.57,0.07,9.46,356.1,0.24
fan_02365,2,10945.99,0.3,17.11,1098.31,0.96
fan_02366,1,192.14,0.86,108.84,2965.68,0.66
fan_02367,9,12925.51,0.51,28.07,1072.95,0.92
fan_02368,14,15288.97,0.57,33.53,2532.13,0.96
fan_02369,1,1580.99,0.86,45.16,10027.98,0.49
fan_02370,0,1223.94,0.6,104.08,7507.09,0.64
fan_02371,8,17791.67,0.51,54.21,4373.75,0.83
fan_02372,1,202.25,0.17,6,468.25,0.37
fan_02373,2,362.69,0.14,18.17,363.93,0.21
fan_02374,0,1893.12,0.67,116.43,10633.04,0.69
fan_02375,4,23370.39,0.58,32.82,1058.54,0.81
fan_02376,0,439.96,0.15,12.97,464.41,0.25
fan_02377,0,1823.48,0.97,69.54,9931.67,0.56
fan_02378,0,2570.78,0.44,72.3,31263.86,0.54
fan_02379,6,19205.3,0.58,49.08,675.38,0.94
fan_02380,5,11989.56,0.37,47.92,1236.42,0.77
